phoneNumber,cif,wingNo,wingMasterAccount,passcode,biller,reciver_wingNo,currency,,,,,wingNo
78922254,1299,78922254,MST006645642,2008,2344,78998963,USD,883958219,883958219,,,
78998963,14922,78998963,MST006653636,2008,2345,81368362,USD,974069076,4317553,,,
81368362,2963,81368362,MST006643197,2008,2397,81378666,USD,885543633,885543633,,,
81378666,869,81378666,MST006659451,2008,2399,81455155,USD,70705144,4453393,,,
81455155,210,81455155,MST006655775,2008,2193,962333492,USD,16892544,4106494,,,
962333492,15670,962333492,MST006645063,2008,2223,962560356,USD,719786484,719786484,,,
962560356,2917,962560356,MST006749456,2008,2238,717606138,USD,718218132,718218132,,,
717606138,5710,717606138,MST006661102,2008,2239,2481713,USD,719302218,719302218,,,
70663868,8732,02481713,MST006657459,2008,2249,16280100,USD,11726621,3806052,,,
86328008,8868,16280100,MST006648707,2008,2252,1730228,USD,89716147,89716147,,,
95931322,14336,01730228,MST006703750,2008,2254,1751149,USD,716755071,716755071,,,
77252525,7381,01751149,MST006643531,2008,2167,1811156,USD,719151699,719151699,,,
17251201,11624,01811156,MST006664999,2008,2177,1828210,USD,962732004,4116870,,,
12795704,8873,01828210,MST006672250,2008,2185,4250062,USD,883445418,883445418,,,
10646166,658,04250062,MST006620934,2008,2226,4252683,USD,85540328,85540328,,,
17913675,11777,04252683,MST006720765,2008,2606,4256930,USD,886134909,886134909,,,
98284232,1667,04256930,MST006687775,2008,2473,4262027,USD,93685679,4423105,,,
10878009,677,04262027,MST006575927,2008,2513,4336843,USD,889656876,3948167,,,
92627219,1025,04336843,MST006635196,2008,2358,81549577,USD,969518154,4178719,,,
81549577,1663,81549577,MST006640672,2008,2359,81691796,USD,85482123,85482123,,,
81691796,1729,81691796,MST006574383,2008,2422,3821886,USD,973795006,973795006,,,
962949394,13632,03821886,MST006671146,2008,2430,3849533,USD,60749721,60749721,,,
965098718,14527,03849533,MST006670630,2008,2440,975724618,USD,11211037,11211037,,,
975724618,2086,975724618,MST006603147,2008,2258,2511253,USD,966697107,966697107,,,
70974525,9204,02511253,MST006664009,2008,2259,1954966,USD,715354134,715354134,,,
98503343,7462,01954966,MST006670292,2008,2263,2330907,USD,93335479,4445168,,,
10594290,8461,02330907,MST006573947,2008,2299,2433030,USD,66559854,66559854,,,
16227895,9389,02433030,MST006669641,2008,2410,4142280,USD,712222731,712222731,,,
87794849,1173,04142280,MST006711849,2008,2161,2378833,USD,963701535,4396861,,,
92338395,8832,02378833,MST006689691,2008,2204,4142416,USD,979928686,3732603,,,
17427245,314,04142416,MST006614391,2008,2217,2430608,USD,968079057,4019287,,,
962779227,9450,02430608,MST006654739,2008,2231,4144527,USD,888025193,4174049,,,
78225057,8778,04144527,MST006703982,2008,2165,2308412,USD,60664088,60664088,,,
764448421,8787,02308412,MST006606654,2008,2174,85989897,USD,66869752,66869752,,,
85989897,1653,85989897,MST006618273,2008,2180,4245842,USD,886972252,886972252,,,
962438855,1771,04245842,MST006573461,2008,2220,2311741,USD,16586492,4414104,,,
17758787,9023,02311741,MST006712353,2008,2247,3093752,USD,888528316,4257774,,,
968785585,10440,03093752,MST006696670,2008,2250,4295095,USD,93274884,4452776,,,
965123331,197,04295095,MST006624797,2008,2168,282189,USD,965355351,4386276,,,
92167575,3225,00282189,MST006746181,2008,2170,977767469,USD,12802092,1025398,,,
977767469,1864,977767469,MST006572148,2008,2179,2462571,USD,962726054,962726054,,,
93666178,9215,02462571,MST006673706,2008,2187,2604677,USD,978973247,4133965,,,
81454488,8476,02604677,MST006704680,2008,2188,2612385,USD,965256159,965256159,,,
16414202,9264,02612385,MST006593544,2008,2467,2752546,USD,882268671,882268671,,,
11380474,11276,02752546,MST006573593,2008,2437,2796368,USD,61222493,61222493,,,
93781488,9811,02796368,MST006722176,2008,2442,2846410,USD,884399966,884399966,,,
96703460,8420,02846410,MST006661634,2008,2439,2996249,USD,967043041,967043041,,,
70898841,10274,02996249,MST006652471,2008,2335,3003569,USD,87215483,3665946,,,
98868163,10086,03003569,MST006752973,2008,2381,3082156,USD,98414198,4414291,,,
92674004,8526,03082156,MST006755437,2008,2383,2591376,USD,61530403,61530403,,,
70580750,8459,02591376,MST006642810,2008,2421,4145112,USD,11819745,4251921,,,
16556434,1469,04145112,MST006719608,2008,2424,2262700,USD,90456815,4435050,,,
78661440,8648,02262700,MST006685603,2008,2426,4171466,USD,85382145,85382145,,,
95809510,15742,04171466,MST006639880,2008,2466,2327149,USD,70332958,70332958,,,
93323535,8701,02327149,MST006711358,2008,2294,86515587,USD,93831308,4476504,,,
86515587,9613,86515587,MST006632164,2008,2443,4308374,USD,979690815,4364377,,,
61696702,14691,04308374,MST006722845,2008,2452,4339638,USD,713354911,713354911,,,
77212829,15951,04339638,MST006596126,2008,2266,2338266,USD,95525432,3489972,,,
70811733,9299,02338266,MST006739984,2008,2269,976239211,USD,70935289,4433811,,,
976239211,12932,976239211,MST006571084,2008,2301,976300840,USD,11556275,11556275,,,
976300840,2660,976300840,MST006724301,2008,2404,2514355,USD,77272664,4388933,,,
976082201,9210,02514355,MST006754056,2008,2420,976321777,USD,67613690,4421665,,,
976321777,15804,976321777,MST006597326,2008,2274,527409,USD,886841859,886841859,,,
92780800,4148,00527409,MST006715960,2008,2304,2547707,USD,885416411,4421809,,,
11763365,8570,02547707,MST006724307,2008,2306,70266626,USD,11277529,11277529,,,
70266626,79,70266626,MST006591872,2008,2414,78334444,USD,964390691,3694856,,,
78334444,4062,78334444,MST006741466,2008,2207,70279279,USD,963774174,963774174,,,
70279279,15869,70279279,MST006661382,2008,2203,70341347,USD,87776791,4370109,,,
70341347,2811,70341347,MST006660381,2008,2221,4100907,USD,11474941,4469288,,,
16555156,4055,04100907,MST006736747,2008,2236,4141684,USD,16799128,16799128,,,
15541655,838,04141684,MST006684127,2008,2171,4141900,USD,61227912,4468640,,,
99999276,9724,04141900,MST006589136,2008,2241,4142127,USD,61243247,61243247,,,
11470224,888,04142127,MST006755965,2008,2163,4142351,USD,85562222,4300247,,,
78345557,12820,04142351,MST006571450,2008,2191,4144525,USD,61886218,61886218,,,
77776348,11559,04144525,MST006574211,2008,2202,4144684,USD,11266284,4469310,,,
92908813,1823,04144684,MST006572080,2008,2209,4339654,USD,69216090,3439987,,,
70316200,15952,04339654,MST006640900,2008,2224,2340801,USD,70583906,70583906,,,
70662760,9226,02340801,MST006655842,2008,2319,887185596,USD,87962916,87962916,,,
92509635,9686,887185596,MST006698520,2008,2349,3180071,USD,78472789,3610488,,,
968074005,11249,03180071,MST006650784,2008,2372,2341531,USD,889251022,889251022,,,
16206089,9027,02341531,MST006653648,2008,2484,78544551,USD,719309685,719309685,,,
78544551,6187,78544551,MST006739347,2008,2518,98753412,USD,66738742,4388864,,,
98753412,10661,98753412,MST006623723,2008,2457,98227206,USD,10922820,10922820,,,
98227206,15175,98227206,MST006665993,2008,2448,4141679,USD,85544903,85544903,,,
975674749,824,04141679,MST006728510,2008,2427,625965,USD,92525805,4418630,,,
85888885,12590,00625965,MST006685359,2008,2468,3581802,USD,963470530,4349207,,,
17523298,14286,03581802,MST006623350,2008,2485,3595730,USD,965695438,4356919,,,
69320829,11472,03595730,MST006717788,2008,2504,3602039,USD,882205901,882205901,,,
87730252,1535,03602039,MST006718856,2008,2308,3612392,USD,85351421,3530449,,,
967777985,13914,03612392,MST006589452,2008,2360,3644317,USD,87870521,4023612,,,
90553960,15896,03644317,MST006659999,2008,2425,3723225,USD,77527928,4388854,,,
98424617,12622,03723225,MST006697572,2008,2444,3095666,USD,964513270,4299960,,,
16865843,9471,03095666,MST006584764,2008,2256,3128049,USD,70568678,4421566,,,
975871990,10413,03128049,MST006753722,2008,2298,3161030,USD,16509703,16509703,,,
12877751,10967,03161030,MST006662596,2008,2413,3175733,USD,10870101,4136254,,,
15391491,11216,03175733,MST006651395,2008,2271,78888976,USD,889515438,4257527,,,
78888976,2788,78888976,MST006625518,2008,2275,85797620,USD,974815350,974815350,,,
85797620,12971,85797620,MST006618144,2008,2276,87559890,USD,713439845,4241991,,,
87559890,2756,87559890,MST006600799,2008,2282,882197967,USD,886856069,886856069,,,
882197967,2433,882197967,MST006579665,2008,2320,889599285,USD,98298288,98298288,,,
889599285,1769,889599285,MST006723124,2008,2344,4419217,USD,61354146,61354146,,,
15966060,10231,04419217,MST006711014,2008,2345,4419355,USD,70726768,4170191,,,
81464481,8090,04419355,MST006610116,2008,2397,4419405,USD,61245234,61245234,,,
962623247,3342,04419405,MST006672192,2008,2399,4013611,USD,10627762,10627762,,,
78263249,8097,04013611,MST006576472,2008,2193,3749259,USD,16549598,16549598,,,
967909846,9147,03749259,MST006666083,2008,2223,3750773,USD,81944497,4471120,,,
966752204,12342,03750773,MST006663128,2008,2238,3875914,USD,719968591,719968591,,,
67560127,13428,03875914,MST006703706,2008,2239,883634433,USD,69379545,4378642,,,
883634433,2877,883634433,MST006724726,2008,2249,883639780,USD,86266183,4476089,,,
883639780,15839,883639780,MST006675387,2008,2252,3305597,USD,888926952,4338984,,,
963669519,11019,03305597,MST006585929,2008,2254,883643419,USD,70304900,4151656,,,
883643419,14913,883643419,MST006580005,2008,2167,93777748,USD,975652958,4154798,,,
93777748,15263,93777748,MST006616045,2008,2177,93803990,USD,11794340,4308942,,,
93803990,666,93803990,MST006740206,2008,2185,95995698,USD,87542906,87542906,,,
95995698,11588,95995698,MST006610080,2008,2226,93830747,USD,70700397,4097833,,,
93830747,15382,93830747,MST006610058,2008,2606,93842104,USD,718958808,718958808,,,
93842104,1619,93842104,MST006610150,2008,2473,998161,USD,10365182,4421894,,,
12554305,5292,00998161,MST006754932,2008,2513,10574279,USD,966033887,4421664,,,
10574279,7154,10574279,MST006692671,2008,2358,10789033,USD,964995548,3917629,,,
10789033,4108,10789033,MST006587113,2008,2359,10854123,USD,882103252,882103252,,,
10854123,14083,10854123,MST006613865,2008,2422,10891688,USD,11787310,11787310,,,
10891688,5269,10891688,MST006643065,2008,2430,3928151,USD,977708297,977708297,,,
976762516,13686,03928151,MST006609930,2008,2440,3947823,USD,715788399,715788399,,,
974615337,13840,03947823,MST006683286,2008,2258,3953538,USD,713115452,4116545,,,
968988793,12272,03953538,MST006702264,2008,2259,3967445,USD,89898973,4452832,,,
968097008,8985,03967445,MST006656034,2008,2263,3977395,USD,10944513,10944513,,,
10372683,7718,03977395,MST006651551,2008,2299,3998623,USD,85568771,85568771,,,
965246364,13610,03998623,MST006593483,2008,2410,4091697,USD,89337452,89337452,,,
886316023,15097,04091697,MST006746686,2008,2161,4145057,USD,78302636,3960044,,,
78743426,1455,04145057,MST006680507,2008,2204,3410709,USD,87420571,87420571,,,
10834141,12229,03410709,MST006627542,2008,2217,884040717,USD,92480398,3799266,,,
884040717,1531,884040717,MST006670750,2008,2231,4145262,USD,11899586,11899586,,,
963515474,15967,04145262,MST006730468,2008,2165,884477767,USD,717717822,717717822,,,
98286425,9004,884477767,MST006595183,2008,2174,964952520,USD,978082213,4167652,,,
964952520,2528,964952520,MST006656194,2008,2180,2342184,USD,81683140,81683140,,,
15688051,9223,02342184,MST006652297,2008,2220,69260791,USD,81570487,81570487,,,
69260791,1089,69260791,MST006602097,2008,2247,93947799,USD,10413186,10413186,,,
93947799,1134,93947799,MST006610188,2008,2250,966230062,USD,965425117,4294555,,,
969394648,6871,966230062,MST006710440,2008,2168,11459333,USD,86470179,4427530,,,
11459333,3284,11459333,MST006665291,2008,2170,11606083,USD,10566664,10566664,,,
11606083,6111,11606083,MST006658888,2008,2179,11788553,USD,99469097,99469097,,,
11788553,4247,11788553,MST006579343,2008,2187,12456916,USD,963228705,963228705,,,
12456916,5465,12456916,MST006651032,2008,2188,12558916,USD,889685542,889685542,,,
12558916,6109,12558916,MST006653632,2008,2467,4100625,USD,87257497,4098553,,,
12871701,9810,04100625,MST006680567,2008,2437,12582003,USD,886584681,886584681,,,
12582003,5095,12582003,MST006607736,2008,2442,4101055,USD,67740830,67740830,,,
87854379,10588,04101055,MST006580005,2008,2439,4101193,USD,889492427,4091237,,,
92836370,11064,04101193,MST006668552,2008,2335,4172914,USD,964137400,964137400,,,
974748021,11836,04172914,MST006684437,2008,2381,4191021,USD,78372837,78372837,,,
93601032,377,04191021,MST006677083,2008,2383,884826199,USD,887275381,4452988,,,
884826199,15815,884826199,MST006722204,2008,2421,2373827,USD,16507125,16507125,,,
85929727,9165,02373827,MST006756755,2008,2424,69313717,USD,15913936,3989927,,,
69313717,3072,69313717,MST006680587,2008,2426,2374937,USD,969629398,1715114,,,
10666627,8816,02374937,MST006586406,2008,2466,69323009,USD,98599759,4260691,,,
69323009,1806,69323009,MST006734846,2008,2294,4100628,USD,87508595,3403034,,,
89909112,2600,04100628,MST006663955,2008,2443,4108868,USD,962869957,4250951,,,
972225153,12372,04108868,MST006701393,2008,2452,4141657,USD,16258262,16258262,,,
70822788,712,04141657,MST006673836,2008,2266,4141723,USD,87708106,87708106,,,
886304237,917,04141723,MST006663750,2008,2269,4141734,USD,889653249,4138790,,,
10452018,12237,04141734,MST006695342,2008,2301,4142047,USD,969408203,969408203,,,
78819799,8172,04142047,MST006651839,2008,2404,12915773,USD,85537580,85537580,,,
12915773,14699,12915773,MST006716704,2008,2420,1635524,USD,78370736,78370736,,,
12983050,11724,01635524,MST006733542,2008,2274,16524294,USD,17225989,17225989,,,
16524294,5977,16524294,MST006708862,2008,2304,4214738,USD,963281861,3830768,,,
68934406,14152,04214738,MST006678944,2008,2306,886336269,USD,10292946,4418696,,,
886336269,12432,886336269,MST006748524,2008,2414,4229870,USD,719336328,719336328,,,
889705954,15140,04229870,MST006667668,2008,2207,4240338,USD,964921530,4435056,,,
81335123,1446,04240338,MST006609859,2008,2203,4277865,USD,81764264,4397252,,,
86423246,14935,04277865,MST006672788,2008,2221,2377861,USD,966227154,966227154,,,
962122727,8867,02377861,MST006574043,2008,2236,69326499,USD,17550945,17550945,,,
69326499,2380,69326499,MST006673138,2008,2171,93986363,USD,712652708,712652708,,,
93986363,680,93986363,MST006598477,2008,2241,968483999,USD,963531004,4435107,,,
968483999,13143,968483999,MST006713591,2008,2163,3418430,USD,963581443,4434313,,,
965430513,11759,03418430,MST006718237,2008,2191,2388939,USD,17806356,17806356,,,
61626878,9082,02388939,MST006755491,2008,2202,4142062,USD,70505921,4385751,,,
964090994,11038,04142062,MST006666149,2008,2209,4142188,USD,715413224,715413224,,,
885594909,15061,04142188,MST006630721,2008,2224,4142267,USD,966828780,4427585,,,
12482999,1001,04142267,MST006634040,2008,2319,4142419,USD,66505514,66505514,,,
969759896,11097,04142419,MST006596256,2008,2349,4144592,USD,712370532,712370532,,,
95288988,11395,04144592,MST006616583,2008,2372,4145079,USD,17403363,17403363,,,
974634385,1472,04145079,MST006686397,2008,2484,4145114,USD,93593486,3219893,,,
81755419,1473,04145114,MST006741294,2008,2518,1655585,USD,716763009,716763009,,,
93767547,7000,01655585,MST006659437,2008,2457,16687963,USD,11419371,11419371,,,
16687963,3311,16687963,MST006656361,2008,2448,16900432,USD,93401435,93401435,,,
16900432,4922,16900432,MST006634399,2008,2427,17306108,USD,967996411,967996411,,,
17306108,3253,17306108,MST006650994,2008,2468,887119923,USD,884196205,4468943,,,
887119923,1656,887119923,MST006652730,2008,2485,3567130,USD,964002855,4470901,,,
95222058,11731,03567130,MST006731406,2008,2504,4295202,USD,713115254,713115254,,,
87789354,198,04295202,MST006625349,2008,2308,3669973,USD,967973843,4468615,,,
975409761,223,03669973,MST006693084,2008,2360,4339679,USD,719029064,719029064,,,
95388668,6737,04339679,MST006673434,2008,2425,3731855,USD,16956268,4461775,,,
70390954,8299,03731855,MST006611006,2008,2444,4376610,USD,968041851,3978851,,,
963828058,12047,04376610,MST006656100,2008,2256,95232387,USD,99266130,3720921,,,
95232387,1647,95232387,MST006724463,2008,2298,3423476,USD,719258963,719258963,,,
968255536,8990,03423476,MST006667362,2008,2413,2389645,USD,81748103,1675309,,,
69683863,8689,02389645,MST006660079,2008,2271,95239309,USD,15436150,4410739,,,
95239309,1811,95239309,MST006647427,2008,2275,976368992,USD,713931359,713931359,,,
976368992,10698,976368992,MST006620346,2008,2276,3463361,USD,964876373,964876373,,,
81889488,9075,03463361,MST006639392,2008,2282,4145157,USD,965903194,965903194,,,
967058139,219,04145157,MST006625818,2008,2320,4149890,USD,61890634,4475903,,,
966656560,14469,04149890,MST006656873,2008,2344,4149906,USD,16369228,4478040,,,
93401855,14458,04149906,MST006625704,2008,2345,4201860,USD,15903424,2572531,,,
968393563,225,04201860,MST006718441,2008,2397,17446282,USD,81433276,2586906,,,
17446282,14047,17446282,MST006639930,2008,2399,17585504,USD,974293805,974293805,,,
17585504,3290,17585504,MST006622638,2008,2193,4101504,USD,884708043,884708043,,,
86383450,2225,04101504,MST006681015,2008,2223,4105196,USD,11627147,11627147,,,
887835450,2124,04105196,MST006646738,2008,2238,17900262,USD,66947901,66947901,,,
17900262,5399,17900262,MST006625488,2008,2239,4119990,USD,85504507,85504507,,,
963533929,2068,04119990,MST006734024,2008,2249,887579759,USD,93346008,3839498,,,
887579759,14413,887579759,MST006745942,2008,2252,3755152,USD,85623645,85623645,,,
11661954,11970,03755152,MST006690908,2008,2254,3763343,USD,89908899,89908899,,,
978468010,11601,03763343,MST006647577,2008,2167,4418844,USD,87887723,4386648,,,
92995543,3978,04418844,MST006622402,2008,2177,3825263,USD,10409438,10409438,,,
87811558,13550,03825263,MST006632245,2008,2185,2395068,USD,967123228,967123228,,,
965333586,8991,02395068,MST006632133,2008,2226,3489347,USD,86267181,4034572,,,
964475916,12703,03489347,MST006670410,2008,2606,2405214,USD,95474036,95474036,,,
12383833,8901,02405214,MST006613741,2008,2473,95253926,USD,98303416,4478961,,,
95253926,15792,95253926,MST006656705,2008,2513,98392022,USD,85324647,3839996,,,
86392011,6705,98392022,MST006633306,2008,2358,2415251,USD,715213647,715213647,,,
12214821,9136,02415251,MST006665727,2008,2359,4364611,USD,61973434,4467571,,,
16403464,15294,04364611,MST006709580,2008,2422,70222329,USD,719253851,719253851,,,
70222329,11330,70222329,MST006772066,2008,2430,78884828,USD,965178648,4048721,,,
78884828,12183,78884828,MST006659177,2008,2440,86332362,USD,964035895,964035895,,,
86332362,11436,86332362,MST006577846,2008,2258,4128604,USD,969898260,4430308,,,
967675478,14553,04128604,MST006670686,2008,2259,4141681,USD,15783671,4411671,,,
977569786,802,04141681,MST006723361,2008,2263,1808520,USD,87392708,4442824,,,
967432203,7340,01808520,MST006640694,2008,2299,4142161,USD,718630185,718630185,,,
12269991,754,04142161,MST006639962,2008,2410,1819137,USD,712033371,712033371,,,
976354002,12002,01819137,MST006691267,2008,2161,3834008,USD,98748665,98748665,,,
887108778,14103,03834008,MST006640369,2008,2204,4418850,USD,968368083,968368083,,,
963094339,3988,04418850,MST006640812,2008,2217,3883306,USD,715506211,715506211,,,
68464242,8686,03883306,MST006626378,2008,2231,60800082,USD,67632610,67632610,,,
60800082,11989,60800082,MST006711416,2008,2165,963704563,USD,718547081,718547081,,,
963704563,11922,963704563,MST006574513,2008,2174,2442260,USD,87795132,87795132,,,
12808413,9006,02442260,MST006664135,2008,2180,3530978,USD,979553699,979553699,,,
887769527,12566,03530978,MST006647369,2008,2220,883561451,USD,15232784,15232784,,,
883561451,15021,883561451,MST006625212,2008,2247,965555159,USD,713018239,713018239,,,
965555159,8440,965555159,MST006585366,2008,2250,92240424,USD,89303855,2817185,,,
92240424,2135,92240424,MST006594856,2008,2168,4142253,USD,11493010,11493010,,,
10451540,8457,04142253,MST006646820,2008,2170,2075923,USD,715268310,715268310,,,
92237371,8078,02075923,MST006585897,2008,2179,2114562,USD,81886896,81886896,,,
89313338,7495,02114562,MST006595542,2008,2187,4142276,USD,86289577,4156221,,,
87816919,997,04142276,MST006583542,2008,2188,89330087,USD,78366297,4376592,,,
89330087,1899,89330087,MST006631092,2008,2467,3952293,USD,967095395,4399734,,,
968742341,11999,03952293,MST006649273,2008,2437,69301193,USD,17368217,17368217,,,
69301193,13721,69301193,MST006632644,2008,2442,89336540,USD,965668704,4435091,,,
89336540,14896,89336540,MST006633458,2008,2439,70262823,USD,15337104,2377402,,,
70262823,395,70262823,MST006648909,2008,2335,98879222,USD,11404857,11404857,,,
98879222,6146,98879222,MST006664931,2008,2381,1667930,USD,99666893,4033821,,,
15594366,7586,01667930,MST006691613,2008,2383,1693536,USD,92486251,92486251,,,
93991882,8659,01693536,MST006617291,2008,2421,1698960,USD,10369870,4338341,,,
70626265,9385,01698960,MST006764680,2008,2424,1717634,USD,69837596,4435114,,,
11666434,12880,01717634,MST006595946,2008,2426,1731424,USD,10508827,10508827,,,
11902270,7357,01731424,MST006746361,2008,2466,3356041,USD,963469207,2803174,,,
77700001,10965,03356041,MST006619822,2008,2294,3371391,USD,968192825,3142589,,,
99770538,10950,03371391,MST006724476,2008,2443,81797515,USD,69885217,3200387,,,
885434044,15704,81797515,MST006679470,2008,2452,2726472,USD,93434017,4475873,,,
78448244,9815,02726472,MST006755789,2008,2266,2737628,USD,976032809,4221574,,,
12939681,9875,02737628,MST006752131,2008,2269,2778095,USD,963873988,4437826,,,
962455542,9712,02778095,MST006668390,2008,2301,2800684,USD,967749374,4103141,,,
89427318,10021,02800684,MST006602439,2008,2404,2812175,USD,70602132,4475868,,,
99935197,10040,02812175,MST006715302,2008,2420,2860221,USD,85607896,85607896,,,
85689809,9893,02860221,MST006656677,2008,2274,3027457,USD,883866332,883866332,,,
888989799,10189,03027457,MST006575747,2008,2304,3044444,USD,99725603,4163174,,,
70878828,8041,03044444,MST006634028,2008,2306,3093333,USD,965082178,4117297,,,
966662076,7800,03093333,MST006658261,2008,2414,85292345,USD,717457007,4175260,,,
85292345,10617,85292345,MST006581203,2008,2207,884568846,USD,977098900,4453408,,,
884568846,6220,884568846,MST006732010,2008,2203,2066902,USD,974037363,3995778,,,
99379302,13126,02066902,MST006656934,2008,2221,2094956,USD,10553250,10553250,,,
16597250,8159,02094956,MST006628751,2008,2236,2109830,USD,93567697,4475811,,,
962402409,9798,02109830,MST006660535,2008,2171,89831649,USD,78331752,78331752,,,
89831649,3029,89831649,MST006611652,2008,2241,2220210,USD,98635959,1619999,,,
969092034,13759,02220210,MST006724441,2008,2163,89960046,USD,85502343,4342419,,,
966118748,9214,89960046,MST006754811,2008,2191,3418167,USD,887332401,3635734,,,
89327771,2704,03418167,MST006614311,2008,2202,81982752,USD,966646337,3397195,,,
81982752,15244,81982752,MST006650138,2008,2209,4341082,USD,887665878,887665878,,,
963555590,13976,04341082,MST006641069,2008,2224,963352252,USD,86820651,4388635,,,
963352252,11244,963352252,MST006665017,2008,2319,3111130,USD,66936146,66936146,,,
98565651,11087,03111130,MST006584113,2008,2349,3629547,USD,70749126,4393913,,,
964408260,12414,03629547,MST006635516,2008,2372,92961935,USD,964127606,4299344,,,
92961935,15130,92961935,MST006753081,2008,2484,92999007,USD,85290670,85290670,,,
92999007,2153,92999007,MST006717510,2008,2518,2227974,USD,719874091,719874091,,,
16967596,9066,02227974,MST006600539,2008,2457,92547920,USD,714672384,714672384,,,
86373847,14295,92547920,MST006634164,2008,2448,2243900,USD,66620100,66620100,,,
16703456,8786,02243900,MST006666762,2008,2427,93464123,USD,714741342,714741342,,,
93464123,14332,93464123,MST006641742,2008,2468,93833696,USD,12512069,4393751,,,
95305960,10216,93833696,MST006655751,2008,2485,3462881,USD,93814994,4414891,,,
99315987,12157,03462881,MST006642967,2008,2504,3743128,USD,95505518,4475883,,,
964229861,12132,03743128,MST006763180,2008,2308,3763056,USD,965745713,965745713,,,
10982772,11614,03763056,MST006596456,2008,2360,3793371,USD,973597200,973597200,,,
10993409,14226,03793371,MST006693159,2008,2425,95323787,USD,92370688,4285901,,,
95323787,5861,95323787,MST006593469,2008,2444,95634040,USD,93599060,93599060,,,
95634040,6178,95634040,MST006593469,2008,2256,963170998,USD,61605405,61605405,,,
963170998,4585,963170998,MST006691094,2008,2298,963951064,USD,11274691,11274691,,,
963951064,14608,963951064,MST006709128,2008,2413,2302872,USD,888688148,888688148,,,
87500289,9343,02302872,MST006656533,2008,2271,2326994,USD,10410267,4485300,,,
81727534,8714,02326994,MST006749784,2008,2275,967700778,USD,70823673,4117302,,,
85307773,7358,967700778,MST006730725,2008,2276,968626566,USD,81625326,4419211,,,
10807767,8888,968626566,MST006595870,2008,2282,4346984,USD,975399806,975399806,,,
966465378,84,04346984,MST006642963,2008,2320,3455916,USD,887571827,1900936,,,
95949127,12744,03455916,MST006705493,2008,2344,99330005,USD,719125437,719125437,,,
99330005,2275,99330005,MST006664007,2008,2345,3795997,USD,968368808,968368808,,,
11328044,10123,03795997,MST006574437,2008,2397,4348642,USD,86769665,86769665,,,
86856365,14337,04348642,MST006733990,2008,2399,3009994,USD,61900750,4484683,,,
889431802,10247,03009994,MST006745896,2008,2193,4035849,USD,967753797,967753797,,,
973369975,13627,04035849,MST006743944,2008,2223,86287260,USD,12485756,4311461,,,
86287260,1639,86287260,MST006726698,2008,2238,3116239,USD,98246167,4161664,,,
86505708,11453,03116239,MST006744899,2008,2239,70660537,USD,61377968,61377968,,,
967679679,14327,70660537,MST006636838,2008,2249,70800281,USD,60598661,4116705,,,
70800281,516,70800281,MST006644927,2008,2252,3385617,USD,716600062,716600062,,,
962444755,10995,03385617,MST006643539,2008,2254,966115605,USD,715795849,715795849,,,
966115605,4678,966115605,MST006613835,2008,2167,2380244,USD,973412289,973412289,,,
70777717,9428,02380244,MST006665315,2008,2177,975059791,USD,885281963,885281963,,,
12817511,7258,975059791,MST006725372,2008,2185,2389741,USD,99255120,99255120,,,
85681181,8661,02389741,MST006725749,2008,2226,3458009,USD,713083363,713083363,,,
86882828,10888,03458009,MST006726894,2008,2606,964986397,USD,714855318,714855318,,,
964986397,14191,964986397,MST006729610,2008,2473,85214948,USD,98629663,4470929,,,
85214948,15960,85214948,MST006723004,2008,2513,3655224,USD,98699915,4419343,,,
69677423,13494,03655224,MST006673490,2008,2358,2002128268,USD,61741928,4047492,,,
969488000,1779,2002128268,MST006730174,2008,2359,969671708,USD,963609722,4423111,,,
969671708,6300,969671708,MST006738522,2008,2422,4048257,USD,969281805,969281805,,,
964131057,9681,04048257,MST006739024,2008,2430,86344464,USD,98958541,2412619,,,
86344464,13710,86344464,MST006732429,2008,2440,312223327,USD,61676646,4421870,,,
10606116,9145,312223327,MST006752007,2008,2258,717340668,USD,977632688,977632688,,,
717340668,774,717340668,MST006752951,2008,2259,713254362,USD,15817662,4129555,,,
964796058,2351,713254362,MST006676283,2008,2263,2421033,USD,99557040,99557040,,,
93440053,8745,02421033,MST006737833,2008,2299,2427721,USD,965175413,4421859,,,
85955500,9329,02427721,MST006737709,2008,2410,716249453,USD,87539773,87539773,,,
716249453,1260,716249453,MST006735828,2008,2161,3805225,USD,98826278,3857674,,,
81367136,7459,03805225,MST006736229,2008,2204,3480784,USD,61504521,61504521,,,
78575534,2645,03480784,MST006736002,2008,2217,964999983,USD,717468199,4156733,,,
92808689,8469,964999983,MST006732014,2008,2231,4419123,USD,86872357,4438048,,,
93827005,6704,04419123,MST006635682,2008,2165,3090143,USD,888623089,3553873,,,
17332939,11022,03090143,MST006631856,2008,2174,3388767,USD,66300459,66300459,,,
12393686,11585,03388767,MST006614227,2008,2180,3715746,USD,61802458,61802458,,,
17853333,13964,03715746,MST006730120,2008,2220,967217897,USD,15233786,4394132,,,
967217897,13046,967217897,MST006615958,2008,2247,962584016,USD,78487406,78487406,,,
962584016,1380,962584016,MST006737007,2008,2250,972095814,USD,90395853,4386583,,,
972095814,5996,972095814,MST006732094,2008,2168,972282930,USD,85326122,85326122,,,
972282930,8532,972282930,MST006738787,2008,2170,2458280,USD,718125575,718125575,,,
